Unnamed: 0,name,store,ing_info,calories,trans_fat,total_fat,saturated_fat,sodium,cholesterol,carbohydrate,dietary_fiber,protein,total_sugars,serve_ct,serve_size,labels
59,Chicken Chilaquiles Rojo,Trader Joes,"Chilaquiles Sauce (water, Tomatoes [tomatoes, Tomato Juice, Citric Acid {acidifier}, Calcium Chloride], Green Chile Peppers [roasted Green Peppers, Water, Citric Acid {acidifier}, Salt], Tomatoes, Onions, Yellow Corn Flour, Chicken Concentrate [chicken Stock, Natural Flavor, Salt, Sugar, Yeast Extract, Chicken Fat], Extra Virgin Olive Oil, Garlic Puree [water, Garlic], Cornstarch, Cilantro, Sea Salt, Chili Pepper, Cumin, Lime Juice Concentrate, Black Pepper, Dried Red Chiles), Cooked Chicken (skinless Chicken Breast With Rib Meat, Water, Salt, Modified Cornstarch, Sodium Phosphate), Corn Tortilla Chips (white Corn Flour, Sunflower Oil And/or Corn Oil), Onions, Tomatoes (tomatoes, Calcium Chloride), Poblano Chiles, Cooked Pinto Beans (water, Pinto Beans), Cotija Cheese (pasteurized Milk, Pasteurized Nonfat Milk, Cheese Cultures, Sea Salt, Microbial Enzyme, Anti-caking Agents [whey Solids, Sugar Cane Fiber], Natamycin [mold Inhibitor]). Contains Milk.",250.0,0.0,10.0,2.0,500.0,25.0,27.0,3.0,12.0,3.0,2.0,1 Cup Frozen (174g),
60,Sesame Crunch Chopped Salad Kit,Trader Joes,"Salad (bok Choy, Savoy Cabbage, Red Cabbage, Carrots, Sesame Sticks [unbleached Enriched Flour {wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid}, Soybean Oil, Sesame Seeds, Bulgur Wheat, Salt, Beet Powder {for Color}, Turmeric {for Color}], Cashews, Nori Seaweed), Toasted Sesame Ginger Vinaigrette (soybean Oil, Rice Vinegar, Water, Soy Sauce [water, Soybeans, Wheat, Salt], Sugar, Ginger Puree [ginger, Water], Tapioca Syrup, Blue Agave Syrup, Chopped Garlic [water, Garlic], Dijon Mustard [distilled Vinegar, Water, Mustard Seed, Sea Salt, White Wine, Citric Acid {acidifier}, Turmeric, Spices], Toasted Sesame Oil, Mustard Flour, Distilled Vinegar, Sesame Seed, Xanthan Gum, White Pepper). Contains Soy, Wheat, Cashew.",130.0,0.0,9.0,1.0,260.0,0.0,11.0,2.0,3.0,4.0,4.0,1 Cup (100g) Salad Plus Dressing†,{'dairy free'}
63,Soft Honey Nougat With Almonds,Trader Joes,"Glucose Syrup, Sugar, Almonds, Egg Whites, Honey, Vanilla Extract (water, Cane Alcohol, Vanilla Bean Extractives, Sugar), Powdered Sugar, Wafer Paper (potato Starch, Olive Oil), Cornstarch. Contains Egg, Almond. May Contain Traces Of Soy, Peanut, Macadamia Nuts.",110.0,0.0,2.0,0.0,25.0,0.0,21.0,3.0,2.0,11.0,4.0,2 Pieces (30g),{'dairy free'}
64,Honey Walnut Shrimp,Trader Joes,"Breaded Shrimp (shrimp [shrimp, Salt, Rice Starch], Batter [wheat Flour, Modified Food Starch, Rice Flour, Salt, Leavening (sodium Acid Pyrophosphate, Sodium Bicarbonate), Annatto Extract (color)], Predust [modified Food Starch, Enriched Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Salt, Yeast, Ascorbic Acid]), Sauce (cream [cream, Carrageenan], Condensed Milk [milk, Sugar], Honey, Canola Oil, Pineapple, Mayonnaise [expeller Pressed Canola Oil, Whole Eggs, Apple Cider Vinegar, Water, Egg Yolks, Sea Salt, Mustard, Lemon Juice Concentrate], Natural Butter Flavor [whey Solids, Enzyme Modified Butter, Maltodextrin, Salt, Dehydrated Butter, Guar Gum, Annatto And Turmeric (color)], Lemon Juice Concentrate, Sea Salt), Candied Walnuts (walnuts, Sugar, Peanut Oil, Salt) Contains Wheat, Shrimp, Milk, Egg, Walnut, Peanuts.",410.0,0.0,24.0,5.0,520.0,95.0,34.0,1.0,13.0,0.0,2.0,2/3 Cup (140g/5oz),
65,Classic English Muffins,Trader Joes,"Unbleached Enriched Flour (wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Yeast, Sugar, Vital Wheat Gluten, Contains 2% Or Less Of Expeller Pressed Corn Oil, Cultured Wheat Flour (to Preserve), Distilled Vinegar, Sea Salt, Corn Meal, Enzymes Contains Wheat.",130.0,0.0,1.0,0.0,70.0,0.0,24.0,1.0,5.0,2.0,6.0,1 Muffin (57g),{'dairy free'}
66,Soft Baked Peanut Butter Chocolate Chip Cookies,Trader Joes,"Peanut Butter (peanuts, Salt), Brown Sugar, Unbleached Wheat Flour, Semi-sweet Chocolate Chips (sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin [emulsifier]), Invert Sugar Syrup, Water, Oil Blend (palm Oil, Canola Oil, Mixed Tocopherols [to Preserve]), Cane Sugar, Dry Roasted Peanuts, Date Paste, Eggs, Contains 2% Or Less Of Salt, Baking Soda, Peanut Oil, Sesame Oil, Apple Fiber, Natural Flavors. Contains Egg, Soy, Wheat, Peanut. May Contain Traces Of Milk, Walnut.",130.0,0.0,5.0,1.0,135.0,0.0,17.0,0.0,3.0,10.0,10.0,1 Cookie (28g),
67,Broccoli & Cauliflower Gratin,Trader Joes,"Broccoli, Cauliflower, Whole Milk, Water, Mozzarella Cheese (milk, Salt, Microbial Rennet, Lactic Acid Starter Culture), Butter (cream, Natural Flavor), Wheat Flour, Extra Virgin Olive Oil, Grana Padano Cheese (milk, Salt, Animal Rennet, Egg Lysozyme), Sea Salt, Black Pepper. Contains Milk, Egg, Wheat.",130.0,0.0,7.0,4.0,420.0,20.0,8.0,2.0,6.0,3.0,4.0,1 Cup (150g),
69,Raspberry Rose White Chocolate Bar,Trader Joes,"White Chocolate (sugar, Whole Milk Powder, Cocoa Butter, Soy Lecithin, Natural Vanilla Flavor), Raspberry Powder, Natural Flavors. Contains Milk, Soy.",160.0,0.0,10.0,7.0,20.0,25.0,15.0,0.0,2.0,14.0,3.0,1/3 Bar (28g),
70,Sweet Tea,Trader Joes,"Kettle Brewed Tea (filtered Water, Black Tea Leaves), Cane Sugar, Caramel Color, Citric Acid.",60.0,0.0,0.0,0.0,10.0,0.0,16.0,0.0,0.0,0.0,16.0,8 Fl Oz (240ml),{'dairy free'}
71,Mini Dark Chocolate Mint Coins,Trader Joes,"Semi Sweet Chocolate (sugar, Unsweetened Chocolate, Cocoa Butter, Unsweetened Chocolate Processed With Alkali, Milk Fat, Soy Lecithin, Natural Vanilla Flavor), Unbleached Enriched Flour (wheat Flour, Niacin, Iron, Thiamine, Riboflavin, Folic Acid), Sugar, Palm Oil, Invert Sugar, Cocoa Powder, Cocoa Processed With Alkali, Natural Flavors (coconut), Baking Soda, Sea Salt, Ammonium Bicarbonate (leavening), Peppermint Oil. Contains Milk, Soy, Wheat, Coconut.",140.0,0.0,7.0,4.0,65.0,0.0,20.0,2.0,2.0,11.0,6.0,8 Cookies (30g),
72,Extra Hot Habanero Ghost Pepper Salsa,Trader Joes,"Whole Peeled Tomatoes In Tomato Juice (tomatoes, Tomato Juice, Salt, Calcium Chloride, Citric Acid), Habanero Peppers, Fire Roasted Red Bell Peppers, Fire Roasted Poblano Peppers, Serrano Chile Peppers, Diced Onion, Garlic, Organic Apple Cider Vinegar, Sea Salt, Dried Japones Peppers, Cilantro, Smoked Ghost Pepper Powder, Black Pepper.",10.0,0.0,0.0,0.0,150.0,0.0,2.0,0.0,0.0,1.0,11.0,2 Tbps (30g),{'dairy free'}
73,Organic Mighty Turmeric & Organic No Joke Ginger Juice Shots,Trader Joes,"Organic No Joke Ginger Juice Shot: Organic Coconut Water, Organic Ginger Juice, Organic Lemon Juice, Organic Cayenne Pepper. Contains Coconut. Organic Mighty Turmeric Juice Shot: Organic Coconut Water, Organic Turmeric Juice, Organic Lemon Juice, Organic Black Pepper Contains Coconut.",10.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0,1.0,1 Bottle (59ml),{'dairy free'}
78,Green Tea Mochi,Trader Joes,"Green Tea Ice Cream (nonfat Milk, Cream, Cane Sugar, Green Tea Leaf Powder, Carob Bean Gum, Guar Gum), Rice Dough (cane Sugar, Sweet Rice Flour, Water, Tapioca Syrup [tapioca, Water, Sea Salt, Vanilla Bean Seeds], Egg Whites, Color Added [turmeric Extract, Spirulina]). Contains Milk, Egg.",80.0,0.0,3.0,2.0,10.0,5.0,13.0,0.0,1.0,9.0,6.0,1 Piece (32g),
79,Maple Ginger Cookie Swirl Ice Cream,Trader Joes,"Cream, Milk, Cane Sugar, Maple Flavored Swirl (water, Cane Sugar, Maple Syrup, Natural Flavors, Cornstarch, Salt, Xanthan Gum, Citric Adic[acidifier]), Triple Ginger Snap Cookie Pieces (unbleached Enriched Flour [wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Brown Sugar, Salted Butter, [cream, Salt], Crystallized Ginger [ginger, Cane Sugar], Molasses, Eggs, Ginger Puree, Baking Soda, Ground Ginger, Salt), Sugared Egg Yolks (egg Yolks, Cane Sugar), Carob Bean Gum, Guar Gum. Contains Milk, Egg, Wheat.",300.0,0.0,16.0,9.0,160.0,75.0,37.0,0.0,4.0,32.0,3.0,2/3 Cup (132g),
80,Maple Streusel Bread,Trader Joes,"Unbleached Enriched Flour (wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Sugar, Brown Sugar, Powdered Sugar (sugar, Tapioca Starch), Palm Shortening (palm Oil), Yeast, Canola Oil, Eggs, Skim Milk, Maple Syrup, Sea Salt, Natural Flavors, Caramel Color, Enzymes. Contains Milk, Egg, Wheat.",150.0,0.0,4.0,1.0,135.0,20.0,26.0,0.0,3.0,13.0,13.0,1 Slice (43g),
81,Organic Açaí Bowl,Trader Joes,"Organic Strawberries, Organic Blueberries, Organic Acai Puree (organic Acai Puree, Water, Citric Acid [acidifier]), Organic Bananas (organic Banans, Ascorbic Acid [to Maintain Color], Citric Acid [acidifier]), Organic Granola (organic Whole Grain Rolled Oats, Organic Tapioca Syrup [water, Organic Tapioca Starch], Organic Invert Sugar Syrup [organic Cane Sugar, Water], Organic Sunflower Oil, Organic Chia Seeds, Organic Flax Seeds, Organic Brown Rice Syrup, Natural Flavor, Organic Brown Rice Flour, Organic Quinoa Flakes, Organic Millet Flour, Organic Quinoa Flakes, Organic Molasses, Organic Amaranth Flakes, Rice Flour, Mixed Tocopherols [to Preserve]), Organic Unsweetened Coconut Beverage (organic Coconut Base [water, Organic Coconut Cream], Contains 2% Or Less Of Vitamin And Mineral Blend [calcium Phosphate, Magnesium Phosphate, L-selenomethionine, Vitamin A Acetate, Vitamin D2, Zinc Oxide, Vitamin B12], Sea Salt, Organic Sunflower Lecithin, Organic Carob Bean Gum, Gellan Gum), Organic Unsweetened Coconut Chips. Contains Coconut.",260.0,0.0,10.0,4.0,20.0,0.0,44.0,9.0,4.0,18.0,1.0,1 Bowl (284g),
83,Gluten Free Rice Crumbs,Trader Joes,"Ground Puffed White Rice (rice Flour, Salt, Rice Bran).",100.0,0.0,0.0,0.0,170.0,0.0,21.0,0.0,2.0,0.0,11.0,1/4 Cup (26g),{'dairy free'}
84,Cauliflower Gnocchi,Trader Joes,"Cauliflower, Cassava Flour, Potato Starch, Extra Virgin Olive Oil, Sea Salt.",140.0,0.0,3.0,0.0,460.0,0.0,22.0,6.0,2.0,1.0,2.0,1 Cup (140g),{'dairy free'}
85,Light Ice Cream,Trader Joes,"Nonfat Milk, Cream, Milk Protein Concentrate, Tapioca Maltodextrin, Dextrose, Inulin, Cane Sugar, Cocoa Processed With Alkali, Peanut Butter (roasted Peanuts, Sugar, Peanut Oil, Salt), Egg Yolks, Sea Salt, Carob Bean Gum, Guar Gum, Steviol Glycosides (from Stevia Leaf), Monk Fruit Extract. Contains Milk, Egg, Peanut. Chocolate Peanut Butter Light Ice Cream",120.0,0.0,4.0,1.0,170.0,25.0,18.0,4.0,8.0,10.0,3.0,2/3 Cup (90g),
86,Gluten Free Cornbread Mix,Trader Joes,"Sugar, Cornmeal, Brown Rice Flour, Potato Starch, Tapioca Starch, Baking Powder (monocalcium Phosphate, Sodium Bicarbonate, Corn Starch), Rice Flour, Corn, Natural Vanilla Flavor (maltodextrin, Natural Flavor), Salt, Xanthan Gum.",170.0,0.0,0.0,0.0,270.0,0.0,39.0,1.0,2.0,15.0,9.0,1/9 Package (47g) Dry Mix,{'dairy free'}
87,Heirloom Popcorn,Trader Joes,"Popcorn, Avocado Oil, Pink Salt.",180.0,0.0,14.0,1.0,115.0,0.0,13.0,2.0,2.0,0.0,4.0,2 Cups (30g),{'dairy free'}
88,Ancient Grains And Nuts Granola,Trader Joes,"Rolled Oats, Brown Rice Syrup, Turbinado Sugar, Coconut Oil, Brown Rice Flour, Oat Flour, Buckwheat Groats, Red Quinoa, Chia Seeds, Puffed Amaranth, Almonds, Cashews, Walnuts, Pumpkin Seeds, Sunflower Seeds, Coconut, Teff, Molasses, Mixed Tocopherols (vitamin E For Freshness [soy]), Sea Salt. Contains Soy, Almond, Cashew, Coconut, Walnut. May Contain Traces Of Milk, Wheat, Macadamia Nut, Peacan.",220.0,0.0,10.0,4.0,15.0,0.0,29.0,4.0,5.0,8.0,7.0,3/4 Cup (51g),
89,Double Chocolate Hot Cocoa Spoon With Mini Marshmallows,Trader Joes,"Dark Chocolate (cocoa Mass, Sugar, Cocoa Butter, Soy Lecithin [emulsifier]), Milk Chocolate (sugar, Cocoa Butter, Whole Milk Powder, Cocoa Mass, Soy Lecithin [emulsifier], Natural Vanilla Flavor), Mini Marshmallows (tapioca Syrup, Sugar, Water, Tapioca Starch, Carrageenan, Soy Protein, Natural Flavors). Contains Milk, Soy. May Contain Traces Of Egg, Wheat, Almond, Brazil Nut, Coconut, Hazelnut, Macadamia Nut, Pecan, Pistachio, Sheanut, Walnut.",160.0,0.0,10.0,6.0,15.0,5.0,14.0,2.0,2.0,12.0,1.0,1 Piece (30g),
91,Organic Bone Broth,Trader Joes,"Organic Chicken Broth, Organic Onions, Organic Apple Cider Vinegar, Organic Garlic, Sea Salt, Organic Parsley Organic Bone Broth Made From Free Range Chicken Bones",45.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,10.0,0.0,2.0,1 Cup (240ml),{'dairy free'}
93,Beer Bread Mix,Trader Joes,"Unbleached Enriched Flour (wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid, Malted Barley Flour, Ascorbic Acid), Sugar, Salt, Leavening (sodium Acid Pyrophosphate, Baking Soda, Monocalcium Phosphate), Soybean Oil. Contains Soy, Wheat. May Contain Traces Of Milk, Egg, Almond, Pecan, Walnut.",120.0,0.0,0.0,0.0,270.0,0.0,26.0,1.0,3.0,0.0,16.0,1/4 Cup Dry Mix (35g),
94,Apple Cider Donuts,Trader Joes,"Unbleached Enriched Flour (wheat Flour, Malted Barley, Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Sugar, Palm Oil, Water, Apple Cider (apple Juice, Malic Acid), Soybean Oil, Soy Flour, Dextrose, Egg, Sea Salt, Sodium Acid Pyrophosphate, Wheat Starch, Baking Soda, Cinnamon, Mono- And Diglycerides, Rapeseed Lecithin, Nonfat Dry Milk, Natural Flavors, Nutmeg, Monocalcium Phosphate. Contains Milk, Egg, Soy, Wheat.",320.0,0.0,15.0,7.0,320.0,10.0,41.0,1.0,4.0,22.0,6.0,1 Donut (75g),
95,Vegan Ranch Dip,Trader Joes,"Coconut Cream (coconut, Water), Canola Oil, Water, Red Wine Vinegar, Parsley, Garlic, Sea Salt, Shallots, Chives, Black Pepper, Dill, Xantham Gum. Contains Coconut.",100.0,0.0,11.0,4.0,115.0,0.0,1.0,0.0,0.0,0.0,12.0,2 Tbsp. (29g),
97,Pumpkin Pie Spiced Ginger Brew,Trader Joes,"Carbonated Water (water, Carbon Dioxide), Apple Juice Concentrate, Cane Sugar, Ginger Puree, Spices (cinnamon, Cardamom, Nutmeg, Allspice, Clove), Natural Flavor",140.0,0.0,0.0,0.0,40.0,0.0,34.0,0.0,1.0,32.0,2.0,12 Fl Oz (360ml),{'dairy free'}
98,French Onion Soup Bites,Trader Joes,"Yellow Onion, Unbleached Enriched Flour (enriched Flour [wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid], Malted Barley Flour), Unsalted Butter (cream, Natural Flavor), Swiss Cheese (pasteurized Milk, Cheese Culture, Salt, Microbial Enzymes), Water, Vegetable Base (salt, Yeast Extract, Cane Sugar, Maltodextrin, Carrot, Cornstarch, Celery, Onion, Tomato, Garlic), Cane Sugar, Soybean Oil, Natural Flavor, Thyme, Distilled White Vinegar, Salt. Contains Milk, Soy, Wheat. May Contain Traces Of Egg.",170.0,0.0,10.0,6.0,80.0,25.0,16.0,1.0,5.0,1.0,3.0,4 Pieces (80g),
99,Butter Toffee Pretzels,Trader Joes,"Pretzels (unbleached Enriched Flour [wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Malted Flour, Salt, Soybean Oil), Butter (milk, Natural Flavor), Sugar, Glucose Syrup, Salt Contains Milk, Soy Wheat. May Contain Traces Of Egg, Peanut, Almond, Cashew, Coconut, Pecan.",130.0,0.0,7.0,4.0,230.0,15.0,17.0,0.0,1.0,7.0,10.0,9 Pretzels (28g),
100,Caramel Apple Flavored Granola,Trader Joes,"Oats, Brown Rice Syrup, Cane Sugar, Roasted Peanuts, Pumpkin Spiced Pumpkin Seeds (pumpkin Seeds, Cane Sugar, Butter [pasteurized Cream, Salt], Spices, Salt), Dried Apples, Brown Rice Crisps (brown Rice Flour, Brown Rice Syrup, Salt), Canola Oil, Natural Flavors, Sea Salt, Vanilla Extract (water, Cane Sugar Alcohol, Vanilla Bean Extractives), Mixed Tocopherols (to Protect Flavor). Contains Milk , Peanut.",250.0,0.0,8.0,1.0,125.0,0.0,39.0,4.0,6.0,13.0,6.0,3/4 Cup (60g),
101,Leafy Greens With Butternut Squash Salad Kit,Trader Joes,"Salad: (baby Lettuces And Greens [arugula, Baby Spinach, Lolla Rosa, Radicchio, Frisee], Butternut Squash [butternut Squash, Beta-carotene {for Color}, Ascorbic Acid {to Maintain Color}], Feta Cheese [feta Cheese {pasteurized Milk, Salt, Cheese Culture, Microbial Enzymes}, Powdered Cellulose {to Prevent Caking}], Sweetened Dried Cranberries [cranberries, Sugar, Sunflower Oil], Candied Almonds [almonds, Sugar, Honey, Sea Salt]), White Balsamic Vinaigrette: (soybean And/or Canola Oil, White Balsamic Vinegar [white Wine Vinegar, Concentrated Grape Must], Invert Sugar, Water, White Wine, Onion, Olive Oil, Dijon Mustard [apple Cider Vinegar, Water, Mustard Seed, Salt, Spices], Contains 2% Or Less Of Basil, Dehydrated Garlic, Orange Oil, Lemon Juice Concentrate, Natural Flavors, Salt, Spices, Xanthan Gum). Contains Milk, Soy, Almond.",140.0,0.0,10.0,1.0,240.0,5.0,11.0,2.0,4.0,6.0,4.0,3 Cups (100g),
102,Black Bean & Cheese Taquitos,Trader Joes,"White Corn Tortilla (water, White Corn Flour, Trace Of Lime), Cooked Black Beans (water, Black Beans, Onions, Salt, Garlic Powder), Monterey Jack Cheese (pasteurized Milk, Cheese Cultures, Salt, Microbial Enzyme), Onions, White Mushrooms, Expeller Pressed Canola Oil, Water, Jalapeno Peppers In Brine (jalapeno Peppers, Water, Salt, Citric Acid [acidifier], Calcium Chloride), Garlic Powder, Onion Powder, Cornstarch, Cumin Powder, Salt. Contains Milk.",190.0,0.0,7.0,1.0,230.0,5.0,26.0,5.0,5.0,1.0,6.0,2 Taquitos (76g),
103,Abc Bars,Trader Joes,"Almond Butter Filling (almonds, Powdered Sugar, Tapioca Starch), Oats, Oat Flour, Brown Rice Syrup, Invert Sugar Syrup, Canola Oil, Fig Paste (figs, Fig Concentrate), Almond Butter (almonds), Sweet Rice Flour, Glycerin, Cocoa Processed With Alkali, Tapioca Starch, Natural Flavors, Sea Salt, Baking Soda (leavening). Contains Almond.",160.0,0.0,8.0,1.0,95.0,0.0,19.0,2.0,4.0,6.0,6.0,1 Bar (35g),{'dairy free'}
105,Organic Yellow Lentil & Brown Rice Spaghetti,Trader Joes,"Organic Yellow Lentil Flour, Organic Brown Rice Flour, Water.",190.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,14.0,1.0,6.0,2 Oz (57g/ 1/6 Pkg),{'dairy free'}
106,Onion & Chive Cream Cheese Spread,Trader Joes,"Pasteurized Milk, Pasteurized Cream, Dried Onions, Dried Chives, Contains 2% Or Less Of Salt, Stabilizers (guar Gum, Locust Bean Gum, Xanthan Gum), Garlic Powder, Cheese Culture. Contains Milk.",80.0,0.0,8.0,6.0,110.0,25.0,3.0,0.0,1.0,1.0,8.0,2 Tbsp (30g),
107,Mixed Nut Butter,Trader Joes,"Almonds, Cashew Nuts, Walnuts, Brazil Nuts, Hazelnuts, Pecans, Sea Salt. Contains Alomond, Brazil Nut, Cashew, Hazelnut, Pecan, Walnut.",190.0,0.0,18.0,2.0,35.0,0.0,7.0,0.0,5.0,0.0,11.0,2 Tablespoons (32g),{'dairy free'}
108,Cocoa Almond Cashew Beverage,Trader Joes,"Water, Cane Sugar, Almonds, Cocoa Processed With Alkali, Cashews, Natural Flavors, Calcium Carbonate, Sea Salt, Locust Bean Gum, Sunflower Lecithin, Gellan Gum.. Contains Almond, Cashew.",80.0,0.0,2.0,0.0,130.0,0.0,13.0,2.0,2.0,10.0,4.0,1 Cup (240 Ml),{'dairy free'}
109,Thai Green Curry Simmer Sauce,Trader Joes,"Coconut Milk, Water, Green Curry Paste (shallot, Lemon Grass, Garlic, Green Chili, Galangal, Water, Salt, Coriander Seed, Thai Lime Peel, Ginger, Turmeric, White Pepper, Cumin, Citric Acid), Cane Sugar, Rice Bran Oil, Modified Cornstarch, Basil Leaf, Green Chili, Salt. Contains Coconut.",190.0,0.0,16.0,8.0,470.0,0.0,11.0,1.0,1.0,8.0,3.0,1/2 Cup (125 Ml),
112,Dark Chocolate Almond Butter Cups,Trader Joes,"Dark Chocolate (sugar, Unsweetened Chocolate Processed With Alkali, Cocoa Butter, Soy Lecithin, Natural Vanilla Flavor), Roasted Almonds, White Confectionery Coating (sugar, Palm Kernel Oil, Non Fat Milk Powder, Whole Milk Powder, Whey Powder, Palm Oil, Soy Lecithin, Natural Vanilla Flavor), Salt. Contains: Milk, Soy, Almond. May Contain Traces Of Egg, Wheat, Peanut, Brazil Nut, Cashew, Coconut, Hazelnut, Macadamia Nut, Pecan, Pine Nut, Pistachio, Walnut.",190.0,0.0,13.0,6.0,50.0,0.0,19.0,2.0,3.0,16.0,6.0,3 Pieces (36g),
113,Chocolate Peppermint Loaf & Baking Mix,Trader Joes,"Sugar, Unbleached Enriched Flour (wheat Flour, Malted Barley Flour, Ascorbic Acid [dough Conditioner], Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Cocoa Processed With Alkali, Semisweet Chocolate Chips (sugar, Ensweetened Chocolate, Cocoa Butter, Soy Lecithin, Natural Flavor), Cornstarch, Baking Soda, Soy Bean Oil, Salt, Natural Flavors, Leavening (calcium Acid Pyrophosphate, Monocalcium Phosphate), Nonfat Dry Milk, Egg White, Xanthan Gum. Contains Milk, Egg, Soy, Wheat.",200.0,0.0,9.0,2.0,220.0,10.0,29.0,1.0,2.0,17.0,16.0,1 Prepared Slice (55g),
114,Ube Ice Cream,Trader Joes,"Cream, Water, Sugar, Ube Puree (purple Yam Puree, Sugar, Water, Glucose, Lactic Acid), Nonfat Milk Powder, Sugared Egg Yolks (egg Yolks, Sugar), Stabilizer Blend (carob Bean Gum, Guar Gum, Carrageenan, Sugar), Color Added (grape Extract, Red Cabbage Extract, Beet Juice, Beta-carotene), Natural Flavors. Contains Milk, Egg.",200.0,0.0,11.0,7.0,75.0,55.0,22.0,1.0,4.0,18.0,3.0,2/3 Cup (100g),
115,Joe-joe's Slims,Trader Joes,"Unbleached Enriched Flour (wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Powdered Sugar (sugar, Cornstarch), Sugar, Palm Oil, Soybean Oil, Cocoa Processed With Alkali, Contains 2% Or Less Of Invert Sugar, Leavening Agents (sodium Bicarbonate, Ammonium Bicarbonate), Sea Salt, Cocoa Extract (water, Alcohol, Cocoa), Natural Flavors, Soy Lecithin, Vanilla Bean Seeds, Coffee Powder. Contains Wheat, Soy. May Contain Traces Of Peanuts.",150.0,0.0,5.0,2.0,110.0,0.0,24.0,1.0,2.0,12.0,9.0,4 Cookies (33g),{'dairy free'}
117,Vegan Banana Bread,Trader Joes,"Banana Puree (banana, Citric Acid, Ascorbic Acid [for Freshness]), Unbleached Enriched Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Cane Sugar, Canola Oil, Walnuts, Baking Soda, Natural Flavors, Salt. Contains Wheat, Walnut.",210.0,0.0,9.0,0.0,125.0,0.0,30.0,1.0,2.0,17.0,8.0,2 Oz (57g/ 1/8 Loaf),{'dairy free'}
118,Organic Buffalo Style Hummus,Trader Joes,"Garbanzo Beans* (garbanzo Beans*, Water), Water, Distilled White Vinegar*, Extra Virgin Olive Oil*, Contains 2% Or Less Of Tahini* (sesame Seeds*), Sea Salt, Red Jalapeño Peppers*, Garlic Powder*, Cayenne Pepper Powder*, Chili Pepper Flakes*, Natural Flavors*, Citric Acid (acidifier), Agave Syrup*, Paprika Oleoresin*, Apple Cider Vinegar*, Lemon Juice Concentrate*. *organic Ingredients.",50.0,0.0,1.0,0.0,160.0,0.0,6.0,2.0,2.0,1.0,8.0,2 Tbsp (28g),{'dairy free'}
119,Milk Chocolate Caramel Crunch Medallions,Trader Joes,"Milk Chocolate (sugar, Cocoa Butter, Whole Milk Powder, Cocoa Mass, Lactose, Sunflower Lecithin, Natural Vanilla Flavor), Caramel Filling (glucose Syrup, Palm Oil, Sweetened Condensed Milk [milk, Sugar], Fructose, Invert Sugar Syrup, Caramelized Sugar, Natural Flavor, Salt), Hazelnut Crunch (sugar, Hazelnuts), Invert Sugar Syrup. Contains Milk, Hazelnut. May Contain Traces Of Soy, Almond, Cashew‎.",170.0,0.0,9.0,5.0,15.0,5.0,20.0,1.0,2.0,19.0,6.0,3 Pieces (33g),
